,Artist,Rank,Song Title,Year
4207,X Ambassadors,54,Renegades,2015
4208,Usher Featuring Juicy J,55,I Don't Mind,2015
4209,Ariana Grande & The Weeknd,56,Love Me Harder,2015
4210,Taylor Swift,57,Wildest Dreams,2015
4211,Sam Smith,58,Stay With Me,2015
4212,DJ Snake & AlunaGeorge,59,You Know You Like It,2015
4213,Fall Out Boy,60,Uma Thurman,2015
4214,Beyonce,61,7/11,2015
4215,Selena Gomez,62,The Heart Wants What It Wants,2015
4216,Little Big Town,63,Girl Crush,2015
4217,Trey Songz,64,Slow Motion,2015
4218,One Direction,65,Drag Me Down,2015
4219,Nicki Minaj Featuring Drake & Lil Wayne,66,Truffle Butter,2015
4220,Ariana Grande,67,One Last Time,2015
4221,Nick Jonas,68,Chains,2015
4222,Meek Mill Featuring Chris Brown & Nicki Minaj,69,All Eyes On You,2015
4223,Rae Sremmurd,70,No Type,2015
4224,Vance Joy,71,Riptide,2015
4225,Jidenna Featuring Roman GianArthur,72,Classic Man,2015
4226,Elle King,73,Ex's & Oh's,2015
4227,Meghan Trainor,74,Dear Future Husband,2015
4228,Charlie Puth Featuring Meghan Trainor,75,Marvin Gaye,2015
4229,Meghan Trainor Featuring John Legend,76,Like I'm Gonna Lose You,2015
4230,Tove Lo,77,Habits (Stay High),2015
4231,James Newton Howard Featuring Jennifer Lawrence,78,The Hanging Tree,2015
4232,O.T. Genasis,79,CoCo,2015
4233,"Jessie J, Ariana Grande & Nicki Minaj",80,Bang Bang,2015
4234,Sam Smith,81,Lay Me Down,2015
4235,I LOVE MAKONNEN Featuring Drake,82,Tuesday,2015
4236,iLoveMemphis,83,Hit The Quan,2015
4237,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",84,Downtown,2015
4238,Sam Hunt,85,House Party,2015
4239,Chris Brown & Tyga,86,Ayo,2015
4240,Luke Bryan,87,Kick The Dust Up,2015
4241,Big Sean Featuring Drake,88,Blessings,2015
4242,George Ezra,89,Budapest,2015
4243,Sia,90,Chandelier,2015
4244,Kelly Clarkson,91,Heartbeat Song,2015
4245,Ed Sheeran,92,Don't,2015
4246,Ella Henderson,93,Ghost,2015
4247,Alessia Cara,94,Here,2015
4248,Mr. Probz,95,Waves,2015
4249,Nicky Jam & Enrique Iglesias,96,El Perdon (Forgiveness),2015
4250,Ne-Yo Featuring Juicy J,97,She Knows,2015
4251,One Direction,98,Night Changes,2015
4252,Drake,99,Back To Back,2015
4253,Calvin Harris & Disciples,100,How Deep Is Your Love,2015
4254,Justin Bieber,1,Love Yourself,2016
4255,Justin Bieber,2,Sorry,2016
4256,Drake Featuring WizKid & Kyla,3,One Dance,2016
4257,Rihanna Featuring Drake,4,Work,2016
4258,twenty one pilots,5,Stressed Out,2016
4259,Desiigner,6,Panda,2016
4260,Adele,7,Hello,2016
4261,The Chainsmokers Featuring Daya,8,Don't Let Me Down,2016
4262,Justin Timberlake,9,Can't Stop The Feeling!,2016
4263,The Chainsmokers Featuring Halsey,10,Closer,2016
4264,Sia Featuring Sean Paul,11,Cheap Thrills,2016
4265,Lukas Graham,12,7 Years,2016
4266,Rihanna,13,Needed Me,2016
4267,Flo Rida,14,My House,2016
4268,Mike Posner,15,I Took A Pill In Ibiza,2016
4269,Fifth Harmony Featuring Ty Dolla $ign,16,Work From Home,2016
4270,Calvin Harris Featuring Rihanna,17,This Is What You Came For,2016
4271,DNCE,18,Cake By The Ocean,2016
4272,G-Eazy x Bebe Rexha,19,"Me, Myself & I",2016
4273,twenty one pilots,20,Ride,2016
4274,twenty one pilots,21,Heathens,2016
4275,Zayn,22,Pillowtalk,2016
4276,Shawn Mendes,23,Stitches,2016
4277,Drake,24,Hotline Bling,2016
4278,Major Lazer Featuring Justin Bieber & MO,25,Cold Water,2016
4279,Adele,26,Send My Love (To Your New Lover),2016
4280,The Chainsmokers Featuring Rozes,27,Roses,2016
4281,Shawn Mendes,28,Treat You Better,2016
4282,Drake Featuring Rihanna,29,Too Good,2016
4283,Future Featuring The Weeknd,30,Low Life,2016
4284,Justin Bieber,31,What Do You Mean?,2016
4285,The Weeknd,32,The Hills,2016
4286,P!nk,33,Just Like Fire,2016
4287,D.R.A.M. Featuring Lil Yachty,34,Broccoli,2016
4288,Bryson Tiller,35,Don't,2016
4289,Ariana Grande,36,Dangerous Woman,2016
4290,Drake & Future,37,Jumpman,2016
4291,gnash Featuring Olivia O'Brien,38,I Hate U I Love U,2016
4292,Alessia Cara,39,Here,2016
4293,Selena Gomez,40,Same Old Love,2016
4294,Drake,41,Controlla,2016
4295,Meghan Trainor Featuring John Legend,42,Like I'm Gonna Lose You,2016
4296,Charlie Puth,43,One Call Away,2016
4297,James Bay,44,Let It Go,2016
4298,Meghan Trainor,45,No,2016
4299,Zara Larsson & MNEK,46,Never Forget You,2016
4300,DJ Snake Featuring Justin Bieber,47,Let Me Love You,2016
4301,Kent Jones,48,Don't Mind,2016
4302,Florida Georgia Line,49,H.O.L.Y.,2016
4303,Charlie Puth Featuring Selena Gomez,50,We Don't Talk Anymore,2016
4304,Ariana Grande,51,Into You,2016
4305,Kiiara,52,Gold,2016
4306,Bryson Tiller,53,Exchange,2016
4307,Fetty Wap Featuring Remy Boyz,54,679,2016
4308,Jeremih,55,Oui,2016
4309,Selena Gomez,56,Hands To Myself,2016
4310,Kevin Gates,57,2 Phones,2016
4311,The Weeknd Featuring Daft Punk,58,Starboy,2016
4312,DJ Khaled Featuring Drake,59,For Free,2016
4313,Flume Featuring Kai,60,Never Be Like You,2016
4314,The Weeknd,61,In The Night,2016
4315,Meghan Trainor,62,Me Too,2016
4316,Elle King,63,Ex's & Oh's,2016
4317,Thomas Rhett,64,Die A Happy Man,2016
4318,Post Malone,65,White Iverson,2016
4319,Nick Jonas Featuring Tove Lo,66,Close,2016
4320,X Ambassadors,67,Unsteady,2016
4321,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",68,Sucker For Pain,2016
4322,Yo Gotti Featuring Nicki Minaj,69,Down In The DM,2016
4323,Tory Lanez,70,Luv,2016
4324,Beyonce,71,Sorry,2016
4325,The Weeknd,72,Can't Feel My Face,2016
4326,Coldplay,73,Hymn For The Weekend,2016
4327,Tory Lanez,74,Say It,2016
4328,Travis Scott,75,Antidote,2016
4329,Ruth B,76,Lost Boy,2016
4330,Ariana Grande Featuring Nicki Minaj,77,Side To Side,2016
4331,Daya,78,"Sit Still, Look Pretty",2016
4332,Taylor Swift,79,Wildest Dreams,2016
4333,DJ Snake Featuring Bipolar Sunshine,80,Middle,2016
4334,Ellie Goulding,81,On My Mind,2016
4335,Drake Featuring The Throne,82,Pop Style,2016
4336,Adele,83,When We Were Young,2016
4337,Daya,84,Hide Away,2016
4338,Major Lazer & DJ Snake Featuring MO,85,Lean On,2016
4339,Shawn Mendes & Camila Cabello,86,I Know What You Did Last Summer,2016
4340,Silento,88,Watch Me,2016
4341,Chris Brown,89,Back To Sleep,2016
4342,Usher Featuring Young Thug,90,No Limit,2016
4343,O.T. Genasis Featuring Young Dolph,91,Cut It,2016
4344,Kevin Gates,92,Really Really,2016
4345,Fifth Harmony Featuring Fetty Wap,93,All In My Head (Flex),2016
4346,Hailee Steinfeld & Grey Featuring Zedd,94,Starving,2016
4347,Coldplay,95,Adventure Of A Lifetime,2016
4348,Tim McGraw,96,Humble And Kind,2016
4349,Future,97,Wicked,2016
4350,Desiigner,98,Tiimmy Turner,2016
4351,Wiz Khalifa Featuring Charlie Puth,99,See You Again,2016
4352,One Direction,100,Perfect,2016
4353,Ed Sheeran,1,Shape Of You,2017
4354,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2,Despacito,2017
4355,Bruno Mars,3,That's What I Like,2017
4356,Kendrick Lamar,4,Humble.,2017
4357,The Chainsmokers & Coldplay,5,Something Just Like This,2017
4358,Migos Featuring Lil Uzi Vert,6,Bad And Boujee,2017
4359,The Chainsmokers Featuring Halsey,7,Closer,2017
4360,Sam Hunt,8,Body Like A Back Road,2017
4361,Imagine Dragons,9,Believer,2017
4362,Post Malone Featuring Quavo,10,Congratulations,2017
4363,James Arthur,11,Say You Won't Let Go,2017
4364,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",12,I'm The One,2017
4365,Lil Uzi Vert,13,XO TOUR Llif3,2017
4366,Future,14,Mask Off,2017
4367,French Montana Featuring Swae Lee,15,Unforgettable,2017
4368,Bruno Mars,16,24K Magic,2017
4369,Zedd & Alessia Cara,17,Stay,2017
4370,DJ Khaled Featuring Rihanna & Bryson Tiller,18,Wild Thoughts,2017
4371,Rae Sremmurd Featuring Gucci Mane,19,Black Beatles,2017
4372,The Weeknd Featuring Daft Punk,20,Starboy,2017
4373,Khalid,21,Location,2017
4374,Charlie Puth,22,Attention,2017
4375,Shawn Mendes,23,There's Nothing Holdin' Me Back,2017
4376,Cardi B,24,Bodak Yellow (Money Moves),2017
4377,Childish Gambino,25,Redbone,2017
4378,Zayn / Taylor Swift,26,I Don't Wanna Live Forever (Fifty Shades Darker),2017
4379,Kygo x Selena Gomez,27,It Ain't Me,2017
4380,KYLE Featuring Lil Yachty,28,iSpy,2017
4381,Julia Michaels,29,Issues,2017
4382,Alessia Cara,30,Scars To Your Beautiful,2017
4383,Logic Featuring Alessia Cara & Khalid,31,1-800-273-8255,2017
4384,Niall Horan,32,Slow Hands,2017
4385,Rihanna,33,Love On The Brain,2017
4386,The Weeknd Featuring Daft Punk,34,I Feel It Coming,2017
4387,Big Sean,35,Bounce Back,2017
4388,Liam Payne Featuring Quavo,36,Strip That Down,2017
4389,Drake,37,Fake Love,2017
4390,Maroon 5 Featuring Kendrick Lamar,38,Don't Wanna Know,2017
4391,Taylor Swift,39,Look What You Made Me Do,2017
4392,Ed Sheeran,40,Castle On The Hill,2017
4393,Machine Gun Kelly x Camila Cabello,41,Bad Things,2017
4394,The Chainsmokers,42,Paris,2017
4395,Ariana Grande Featuring Nicki Minaj,43,Side To Side,2017
4396,Clean Bandit Featuring Sean Paul & Anne-Marie,44,Rockabye,2017
4397,Portugal. The Man,45,Feel It Still,2017
4398,DJ Snake Featuring Justin Bieber,46,Let Me Love You,2017
4399,Demi Lovato,47,Sorry Not Sorry,2017
4400,21 Savage,48,Bank Account,2017
4401,Justin Timberlake,49,Can't Stop The Feeling!,2017
4402,J Balvin & Willy William Featuring Beyonce,50,Mi Gente,2017
4403,Imagine Dragons,51,Thunder,2017
4404,Migos,52,T-Shirt,2017
4405,Yo Gotti Featuring Nicki Minaj,53,Rake It Up,2017
4406,Shawn Mendes,54,Mercy,2017
4407,Kodak Black,55,Tunnel Vision,2017
4408,Post Malone Featuring 21 Savage,56,Rockstar,2017
4409,Brett Young,57,In Case You Didn't Know,2017
4410,twenty one pilots,58,Heathens,2017
4411,Halsey,59,Now Or Never,2017
4412,Amine,60,Caroline,2017
4413,Ayo & Teo,61,Rolex,2017
4414,Kendrick Lamar,62,DNA.,2017
4415,Zay Hilfigerrr & Zayion McCall,63,Juju On That Beat (TZ Anthem),2017
4416,Rae Sremmurd,64,Swang,2017
4417,Drake,65,Passionfruit,2017
4418,Kendrick Lamar Featuring Rihanna,66,Loyalty.,2017
4419,Kesha,67,Praying,2017
4420,Travis Scott,68,Goosebumps,2017
4421,Maroon 5 Featuring Future,69,Cold,2017
4422,D.R.A.M. Featuring Lil Yachty,70,Broccoli,2017
4423,Calvin Harris Featuring Frank Ocean & Migos,71,Slide,2017
4424,Kane Brown Featuring Lauren Alaina,72,What Ifs,2017
4425,Katy Perry Featuring Skip Marley,73,Chained To The Rhythm,2017
4426,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",74,Feels,2017
4427,Jon Bellion,75,All Time Low,2017
4428,Luke Combs,76,Hurricane,2017
4429,Sam Smith,77,Too Good At Goodbyes,2017
4430,Khalid,78,Young Dumb & Broke,2017
4431,Playboi Carti,79,Magnolia,2017
4432,SZA Featuring Travis Scott,80,Love Galore,2017
4433,A Boogie Wit da Hoodie Featuring Kodak Black,81,Drowning,2017
4434,Hailee Steinfeld & Grey Featuring Zedd,82,Starving,2017
4435,Gucci Mane Featuring Drake,83,Both,2017
4436,P!nk,84,What About Us,2017
4437,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,85,Swalla,2017
4438,Migos Featuring Gucci Mane,86,Slippery,2017
4439,Harry Styles,87,Sign Of The Times,2017
4440,Adele,88,Water Under The Bridge,2017
4441,Miley Cyrus,89,Malibu,2017
4442,Marian Hill,90,Down,2017
4443,Cheat Codes Featuring Demi Lovato,91,No Promises,2017
4444,Shawn Mendes,92,Treat You Better,2017
4445,Gucci Mane Featuring Migos,93,I Get The Bag,2017
4446,Dustin Lynch,94,Small Town Boy,2017
4447,YFN Lucci Featuring PnB Rock,95,Everyday We Lit,2017
4448,Camila Cabello Featuring Young Thug,96,Havana,2017
4449,Maroon 5 Featuring SZA,97,What Lovers Do,2017
4450,blackbear,98,Do Re Mi,2017
4451,XXXTENTACION,99,Look At Me!,2017
4452,Keith Urban Featuring Carrie Underwood,100,The Fighter,2017
4453,Drake,1,God's Plan,2018
4454,Ed Sheeran,2,Perfect,2018
4455,Bebe Rexha & Florida Georgia Line,3,Meant To Be,2018
4456,Camila Cabello Featuring Young Thug,4,Havana,2018
4457,Post Malone Featuring 21 Savage,5,Rockstar,2018
4458,Post Malone Featuring Ty Dolla $ign,6,Psycho,2018
4459,"Cardi B, Bad Bunny & J Balvin",7,I Like It,2018
4460,"Zedd, Maren Morris & Grey",8,The Middle,2018
4461,Drake,9,In My Feelings,2018
4462,Maroon 5 Featuring Cardi B,10,Girls Like You,2018
4463,Drake,11,Nice For What,2018
4464,Juice WRLD,12,Lucid Dreams,2018
4465,Post Malone,13,Better Now,2018
4466,Bruno Mars & Cardi B,14,Finesse,2018
4467,Ella Mai,15,Boo'd Up,2018
4468,Dua Lipa,16,New Rules,2018
4469,XXXTENTACION,17,Sad!,2018
4470,Camila Cabello,18,Never Be The Same,2018
4471,Khalid & Normani,19,Love Lies,2018
4472,Ariana Grande,20,No Tears Left To Cry,2018
4473,Bazzi,21,Mine,2018
4474,Imagine Dragons,22,Thunder,2018
4475,BlocBoy JB Featuring Drake,23,Look Alive,2018
4476,Taylor Swift,24,Delicate,2018
4477,Lil Baby & Drake,25,Yes Indeed,2018
4478,Marshmello & Anne-Marie,26,Friends,2018
4479,Halsey,27,Bad At Love,2018
4480,Tyga Featuring Offset,28,Taste,2018
4481,NF,29,Let You Down,2018
4482,G-Eazy Featuring A$AP Rocky & Cardi B,30,No Limit,2018
4483,6ix9ine Featuring Nicki Minaj & Murda Beatz,31,FEFE,2018
4484,Dan + Shay,32,Tequila,2018
4485,Portugal. The Man,33,Feel It Still,2018
4486,"Migos, Nicki Minaj & Cardi B",34,MotorSport,2018
4487,Lauv,35,I Like Me Better,2018
4488,5 Seconds Of Summer,36,Youngblood,2018
4489,Imagine Dragons,37,Whatever It Takes,2018
4490,Offset & Metro Boomin,38,Ric Flair Drip,2018
4491,Post Malone,39,I Fall Apart,2018
4492,The Weeknd & Kendrick Lamar,40,Pray For Me,2018
4493,Selena Gomez,41,Back To You,2018
4494,Travis Scott,42,Sicko Mode,2018
4495,Migos Featuring Drake,43,Walk It Talk It,2018
4496,Lil Pump,44,Gucci Gang,2018
4497,G-Eazy & Halsey,45,Him & I,2018
4498,Shawn Mendes,46,In My Blood,2018
4499,Kendrick Lamar & SZA,47,All The Stars,2018
4500,Migos,48,Stir Fry,2018
4501,Sam Smith,49,Too Good At Goodbyes,2018
4502,Kendrick Lamar Featuring Zacari,50,Love.,2018
4503,Childish Gambino,51,This Is America,2018
4504,Drake,52,Nonstop,2018
4505,Kane Brown,53,Heaven,2018
4506,Cardi B,54,Bodak Yellow (Money Moves),2018
4507,Lil Dicky Featuring Chris Brown,55,Freaky Friday,2018
4508,6ix9ine,56,Gummo,2018
4509,Rich The Kid,57,Plug Walk,2018
4510,Maroon 5,58,Wait,2018
4511,Cardi B,59,Be Careful,2018
4512,Selena Gomez X Marshmello,60,Wolves,2018
4513,Cardi B Featuring 21 Savage,61,Bartier Cardi,2018
4514,Ariana Grande,62,God Is A Woman,2018
4515,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",63,Big Bank,2018
4516,Demi Lovato,64,Sorry Not Sorry,2018
4517,Charlie Puth,65,How Long,2018
4518,MAX Featuring gnash,66,Lights Down Low,2018
4519,Khalid,67,Young Dumb & Broke,2018
4520,Calvin Harris & Dua Lipa,68,One Kiss,2018
4521,Imagine Dragons,69,Natural,2018
4522,Jason Aldean,70,You Make It Easy,2018
4523,Ed Sheeran,71,Shape Of You,2018
4524,Gucci Mane Featuring Migos,72,I Get The Bag,2018
4525,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",73,No Brainer,2018
4526,A$AP Ferg Featuring Nicki Minaj,74,Plain Jane,2018
4527,Miguel Featuring Travis Scott,75,Sky Walker,2018
4528,Thomas Rhett,76,Marry Me,2018
4529,"benny blanco, Halsey & Khalid",77,Eastside,2018
4530,The Weeknd,78,Call Out My Name,2018
4531,"Jay Rock, Kendrick Lamar, Future & James Blake",79,King's Dead,2018
4532,Marshmello & Bastille,80,Happier,2018
4533,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",81,Te Bote,2018
4534,Florida Georgia Line,82,Simple,2018
4535,N*E*R*D & Rihanna,83,Lemon,2018
4536,Logic Featuring Alessia Cara & Khalid,84,1-800-273-8255,2018
4537,Justin Timberlake Featuring Chris Stapleton,85,Say Something,2018
4538,Drake,86,I'm Upset,2018
4539,Kenny Chesney,87,Get Along,2018
4540,XXXTENTACION,88,Moonlight,2018
4541,Maroon 5 Featuring SZA,89,What Lovers Do,2018
4542,Nicky Jam x J Balvin,90,X,2018
4543,YoungBoy Never Broke Again,91,Outside Today,2018
4544,Ella Mai,92,Trip,2018
4545,Daddy Yankee,93,Dura,2018
4546,XXXTENTACION,94,Changes,2018
4547,Brett Young,95,Mercy,2018
4548,Luke Combs,96,One Number Away,2018
4549,Rae Sremmurd & Juicy J,97,Powerglide,2018
4550,Dua Lipa,98,IDGAF,2018
4551,J Balvin & Willy William Featuring Beyonce,99,Mi Gente,2018
4552,Imagine Dragons,100,Believer,2018
4553,Lil Nas X Featuring Billy Ray Cyrus,1,Old Town Road,2019
4554,Post Malone & Swae Lee,2,Sunflower (Spider-Man: Into The Spider-Verse),2019
4555,Halsey,3,Without Me,2019
4556,Billie Eilish,4,Bad Guy,2019
4557,Post Malone,5,Wow.,2019
4558,Marshmello & Bastille,6,Happier,2019
4559,Ariana Grande,7,7 Rings,2019
4560,Khalid,8,Talk,2019
4561,Travis Scott,9,Sicko Mode,2019
4562,Jonas Brothers,10,Sucker,2019
4563,Panic! At The Disco,11,High Hopes,2019
4564,Ariana Grande,12,"Thank U, Next",2019
4565,Lizzo,13,Truth Hurts,2019
4566,Sam Smith & Normani,14,Dancing With A Stranger,2019
4567,Shawn Mendes & Camila Cabello,15,Senorita,2019
4568,Ed Sheeran & Justin Bieber,16,I Don't Care,2019
4569,"benny blanco, Halsey & Khalid",17,Eastside,2019
4570,Meek Mill Featuring Drake,18,Going Bad,2019
4571,Lady Gaga & Bradley Cooper,19,Shallow,2019
4572,Khalid,20,Better,2019
4573,Chris Brown Featuring Drake,21,No Guidance,2019
4574,Maroon 5 Featuring Cardi B,22,Girls Like You,2019
4575,Ava Max,23,Sweet But Psycho,2019
4576,DaBaby,24,Suge,2019
4577,J. Cole,25,Middle Child,2019
4578,Lil Baby & Gunna,26,Drip Too Hard,2019
4579,Lewis Capaldi,27,Someone You Loved,2019
4580,Lil Tecca,28,Ran$om,2019
4581,Shawn Mendes,29,If I Can't Have You,2019
4582,Post Malone Featuring Young Thug,30,Goodbyes,2019
4583,Kodak Black Featuring Travis Scott & Offset,31,ZEZE,2019
4584,Post Malone,32,Better Now,2019
4585,5 Seconds Of Summer,33,Youngblood,2019
4586,Drake Featuring Rick Ross,34,Money In The Grave,2019
4587,Dan + Shay,35,Speechless,2019
4588,Ariana Grande,36,"Break Up With Your Girlfriend, I'm Bored",2019
4589,Cardi B & Bruno Mars,37,Please Me,2019
4590,Cardi B,38,Money,2019
4591,Taylor Swift,39,You Need To Calm Down,2019
4592,Lil Nas X,40,Panini,2019
4593,A Boogie Wit da Hoodie,41,Look Back At It,2019
4594,21 Savage,42,A Lot,2019
4595,Taylor Swift Featuring Brendon Urie,43,ME!,2019
4596,Bad Bunny Featuring Drake,44,MIA,2019
4597,Polo G Featuring Lil Tjay,45,Pop Out,2019
4598,Luke Combs,46,Beautiful Crazy,2019
4599,Blueface,47,Thotiana,2019
4600,Juice WRLD,48,Lucid Dreams,2019
4601,Sheck Wes,49,Mo Bamba,2019
4602,Ed Sheeran Featuring Khalid,50,Beautiful People,2019
4603,Gucci Mane X Bruno Mars X Kodak Black,51,Wake Up In The Sky,2019
4604,Morgan Wallen,52,Whiskey Glasses,2019
4605,Blake Shelton,53,God's Country,2019
4606,Dean Lewis,54,Be Alright,2019
4607,Mustard & Migos,55,Pure Water,2019
4608,Blanco Brown,56,The Git Up,2019
4609,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",57,Taki Taki,2019
4610,Ellie Goulding X Diplo Featuring Swae Lee,58,Close To Me,2019
4611,Calboy,59,Envy Me,2019
4612,Lauren Daigle,60,You Say,2019
4613,Panic! At The Disco,61,"Hey Look Ma, I Made It",2019
4614,Post Malone,62,Circles,2019
4615,Luke Combs,63,Beer Never Broke My Heart,2019
4616,"Young Thug, J. Cole & Travis Scott",64,The London,2019
4617,Daddy Yankee & Katy Perry Featuring Snow,65,Con Calma,2019
4618,YNW Melly,66,Murder On My Mind,2019
4619,Billie Eilish,67,When The Party's Over,2019
4620,City Girls,68,Act Up,2019
4621,"Cardi B, Bad Bunny & J Balvin",69,I Like It,2019
4622,SHAED,70,Trampoline,2019
4623,Flipp Dinero,71,Leave Me Alone,2019
4624,Ariana Grande,72,Breathin,2019
4625,Billie Eilish,73,Bury A Friend,2019
4626,Lil Baby,74,Close Friends,2019
4627,Pinkfong,75,Baby Shark,2019
4628,Saweetie,76,My Type,2019
4629,YK Osiris,77,Worth It,2019
4630,Jonas Brothers,78,Only Human,2019
4631,Luke Bryan,79,Knockin' Boots,2019
4632,Ella Mai,80,Trip,2019
4633,Lee Brice,81,Rumor,2019
4634,A Boogie Wit da Hoodie Featuring 6ix9ine,82,Swervin,2019
4635,Sam Smith,83,How Do You Sleep?,2019
4636,Lil Baby & DaBaby,84,Baby,2019
4637,Thomas Rhett,85,Look What God Gave Her,2019
4638,Kane Brown,86,Good As You,2019
4639,Offset Featuring Cardi B,87,Clout,2019
4640,Khalid & Normani,88,Love Lies,2019
4641,Marshmello & Kane Brown,89,One Thing Right,2019
4642,Megan Thee Stallion Featuring DaBaby,90,Cash Shit,2019
4643,Dan + Shay,91,Tequila,2019
4644,NLE Choppa,92,Shotta Flow,2019
4645,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",93,Hot Girl Summer,2019
4646,Florida Georgia Line,94,Talk You Out Of It,2019
4647,Bazzi Featuring Camila Cabello,95,Beautiful,2019
4648,Chase Rice,96,Eyes On You,2019
4649,Dan + Shay,97,All To Myself,2019
4650,Ariana Grande & Social House,98,Boyfriend,2019
4651,P!nk,99,Walk Me Home,2019
4652,Juice WRLD,100,Robbery,2019
4653,The Weeknd,1,Blinding Lights,2020
4654,Post Malone,2,Circles,2020
4655,Roddy Ricch,3,The Box,2020
4656,Dua Lipa,4,Don't Start Now,2020
4657,DaBaby Featuring Roddy Ricch,5,Rockstar,2020
4658,Harry Styles,6,Adore You,2020
4659,Future Featuring Drake,7,Life Is Good,2020
4660,Maroon 5,8,Memories,2020
4661,Maren Morris,9,The Bones,2020
4662,Lewis Capaldi,10,Someone You Loved,2020
4663,Doja Cat,11,Say So,2020
4664,Gabby Barrett Featuring Charlie Puth,12,I Hope,2020
4665,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",13,Whats Poppin,2020
4666,Tones And I,14,Dance Monkey,2020
4667,Megan Thee Stallion,15,Savage,2020
4668,Arizona Zervas,16,Roxanne,2020
4669,Justin Bieber Featuring Quavo,17,Intentions,2020
4670,Billie Eilish,18,Everything I Wanted,2020
4671,SAINt JHN,19,Roses,2020
4672,Harry Styles,20,Watermelon Sugar,2020
4673,Lewis Capaldi,21,Before You Go,2020
4674,Trevor Daniel,22,Falling,2020
4675,Dan + Shay & Justin Bieber,23,"10,000 Hours",2020
4676,Cardi B Featuring Megan Thee Stallion,24,WAP,2020
